,Date,Brand,Post_Content,All_Responses,Comments,Shares,Views,Contains_Link,Contains_Video
4792,"January 16, 2016",MarksandSpencer,Is your home in need of a little refresh? Here's some brilliant basics that are bound to give your decor a modern update! http://bit.ly/1ULZbFn,6400,53,78,0,True,False
4793,"January 15, 2016",MarksandSpencer,"With the temperature edging towards sub zero, we've rounded up the best new-season layering pieces to wear now (and later).
Browse the edit > http://bit.ly/1OR7Nuo",5900,94,104,0,True,False
4794,"January 14, 2016",MarksandSpencer,"Yoga teacher, nutritionist and bestselling author Madeleine Shaw talks health, happiness and how to get that glow. Read the feature > http://bit.ly/1P2k3Kl",1500,52,50,0,True,False
4795,"January 13, 2016",MarksandSpencer,"Resistance training is a simple, low impact way to help build your strength. Get more top tips from Olympic gold medalist rower Alex Gregory > http://bit.ly/1RIPwQS",2300,96,122,0,True,False
4796,"January 13, 2016",MarksandSpencer,Have the little ones jumping for joy with our new sportswear range. http://bit.ly/1n3P1Fv,303,38,21,0,True,False
4797,"January 12, 2016",MarksandSpencer,Alongside top exercise tips from Olympic gold medallist Alex Gregory our new range of activewear will get you fit no time! http://bit.ly/1RIPwQS,1300,53,38,0,True,False
4798,4 hrs,Morrisons,Treat your little one to these cute #Nutmeg Mr Men outfits… Which Mr Men or Little Miss is your little one most like? Tell us below using #MrMen po.st/MStoreFinder,16,11,3,0,False,False
4799,5 hrs,Morrisons,"When cooking your turkey this #Christmas, make sure it is cooked thoroughly by taking a look at these simple steps below #SeasonsEatings",100,20,52,0,False,False
4800,8 hrs,Morrisons,"These bottles of Shloer are now £1 each, they’re great for your festive gatherings po.st/shloer For your chance to win a £20 voucher, simply comment below telling us what your favourite flavour is and comment #schloerforthewin po.st/shloerforthewin",254,335,29,0,False,False
4801,Yesterday at 2:13 PM,Morrisons,"Take a look at our The Best party food range for your festive gatherings. From succulent BBQ pork belly bites, to crunchy tempura prawns. All our party food cooks at 200 degrees, so you can spend time being The Best host :) po.st/TheBestPartyFood",90,19,14,0,False,False
4802,Yesterday at 12:03 PM,Morrisons,"This ‘snow covered’ mini #Christmas tree arrives flat-packed through the letter box, with a ‘pop-up’ hessian pot. The dusting of ‘snow’ makes it a truly festive addition to your home and it can be replanted outside after Christmas po.st/MiniChristmasTree We’re giving three lucky winners the chance to win one. For your chance to win, simply tell us your favourite Christmas tradition below, using #christmaswin po.st/ChristmasWin",361,411,51,0,False,False
4803,Yesterday at 10:03 AM,Morrisons,"The Best Hampshire pork fillet. Hand wrapped in prosciutto and filled with a festive cranberry and pork stuffing… Because the best #Christmas presents come hand wrapped. When you celebrate this Christmas, make sure it’s The Best :) po.st/MStoreFinder",58,2,2,8600,False,True
4804,December 13 at 4:25 PM,Morrisons,"Bubbles all round...treat yourself to a bottle of bubbly and get Mumm Champagne for £18, Lanson for £20 and Moet & Chandon for £22 po.st/MStoreFinder #champagnesaturdays #bubblesallround #winesday",63,28,30,9500,False,True
4805,December 13 at 3:04 PM,Morrisons,https://www.chroniclelive.co.uk/…/morrisons-too-good-to-was…,5100,370,1803,0,True,False
4806,December 13 at 12:16 PM,Morrisons,These Victoria Biscuits are £3 and Quality Street are £4. Simple...You’ll be spoilt for choice. Let us know your favourite below using #biscuitchoice po.st/ChristmasBiscuits,68,18,13,0,False,False
4807,December 13 at 10:08 AM,Morrisons,"Make sprouts more popular this year with this Mellow Yellow Kitchen pan fried Brussels sprout recipe with bacon bits, prunes and walnuts... You really wal-nut want to miss this :) po.st/MellowYellowRec",106,49,23,0,False,False
4808,December 12 at 4:03 PM,Morrisons,"Stock up on these £10 beer kegs, they’re great for all your festive parties. Let us know about the parties you’ll be hosting this #Christmas by using #ChristmasPartyWin below for your chance to win a £10 Morrisons voucher. Ts & Cs apply, visit po.st/Christmaspartywin :)",204,292,57,0,False,False
4809,December 12 at 2:07 PM,Morrisons,This adorable two piece #Nutmeg clothing set is £12 at Morrisons. Ideal for #Christmas presents or to treat your little one :) po.st/MStoreFinder,5,3,2,2000,False,True
4810,December 12 at 11:28 AM,Morrisons,Please remember to send your Christmas post in plenty of time for your loved one to get it for the big day. You can also get your first and second class stamps in store :),92,15,181,0,False,False
4811,December 12 at 10:03 AM,Morrisons,"This #Christmas head down to our in store Cafe for our Christmas meal deal. You can get any 2 courses for £6.50, or any 3 courses for £7.50… At those prices, you could also treat a friend for that long overdue catch up :) po.st/cafemenu",95,27,21,1100,False,True
4812,December 11 at 4:26 PM,Morrisons,"Our British turkey crown is £7/kg… Because #Christmas is the time to ‘meat’ and dine with loved ones, get yours in store now :) po.st/MStoreFinder",70,9,4,0,False,False
4813,December 11 at 3:09 PM,Morrisons,Follow our chef’s tips on how to cook a turkey in this handy blog - with timings and temperatures to make sure Christmas Dinner is a big hit this year...,66,7,5,0,False,False
4814,December 11 at 2:03 PM,Morrisons,"This Saturday is your last chance to pre-order for Christmas day from our Food to Order catalogue. From tasty turkeys, to dreamy desserts we’ve got it covered. Take a look here and order yours today po.st/foodtoorder",108,34,17,0,False,False
4815,December 11 at 10:10 AM,Morrisons,"Two weeks to go to the big day :) To celebrate and for your chance to win a £20 Morrisons voucher, name all of Santa’s reindeers below using #reindeerwin :) po.st/reindeerwin",509,719,74,10000,False,True
4816,December 10 at 4:03 PM,Morrisons,Get ready to indulge this #Christmas with these tempting Thorntons and Ferrero Rocher chocolates for £5 each. Treat yourself or a loved one...It is #Christmas after all po.st/FerreroRoc,112,25,21,0,False,False
4817,December 10 at 2:03 PM,Morrisons,What a catch of the day… You can now get fresh whole salmon for £5 per kg in store. Get yours for #Christmas to make it o-fish-ially one to remember :) po.st/MStoreFinder,103,32,17,0,False,False
4818,December 10 at 10:03 AM,Morrisons,"This Christmas, to celebrate the release of Disney’s Christopher Robin, we're giving one lucky person the chance to win the film on DVD. To enter simply tell us what your favourite Disney Christmas film is below using #Christmasfilmwin po.st/ChristmasFilmWin",530,659,82,0,False,False
4819,December 9 at 10:03 AM,Morrisons,"Our fur babies love Christmas too… For your chance to win either a cat or dog hamper this #Christmas, tell us what type of dog is wearing the Christmas hat below using #furbabywin Ts&Cs apply, see po.st/FurBabyWin",1000,1600,301,18000,False,True
4820,December 8 at 10:03 AM,Morrisons,"Take a look at these great stocking fillers of CDs, Books, DVDs & Toys that are any 3 for £20 in store. For your chance to win a £20 Morrisons voucher, simply tell us what you will be asking for this #Christmas below, using #stockingwin po.st/StockingWin",455,520,80,0,False,False
4821,December 7 at 4:33 PM,Morrisons,"The favourite trio this week at Morrisons is Cockburn’s Special Reserve, Harvey’s Bristol Cream & Morrisons Ruby Port. Find them in store now for £7-£9 each and treat yourself as it is nearly #Christmas after all …. po.st/Port",46,18,11,0,False,False
4822,December 7 at 3:31 PM,Morrisons,Treat yourself this weekend with this 18 pack of Magners for £9 po.st/Magners9,36,45,18,0,False,False
4823,December 7 at 2:26 PM,Morrisons,"Gin and bear it because it’s almost the weekend :) :) Pick up a bottle of Gordon’s, Whitley Neill or Hendrick's #gin this week at Morrisons po.st/Gin3",141,92,35,0,False,False
4824,December 7 at 12:03 PM,Morrisons,"Our dessert-inspired letterbox range is served with a festive twist. In this mince pie letterbox bouquet, we've added tree fern and silver parvi eucalyptus to keep the wildflower feel, and make this bundle of blooms a true centerpiece for your home. Order for your special someone today po.st/MincePieLetterbox",94,2,4,0,False,False
4825,December 7 at 10:15 AM,Morrisons,"You can get up to 30% off all #Christmas decorations in store, so get your new decs now to give your house a merry makeover this Christmas. For your chance to win a £20 Morrisons voucher, tell us what the first artificial Christmas tree was made out of. Clue… It wasn’t a tree at all :) Post your answer using #christmastreewin po.st/christmastreewin",244,312,46,383,False,True
4826,December 6 at 4:11 PM,Morrisons,Enjoy a tasty slice of inspiration from our Food to Order range and take your pick from our Christmas themed cakes. Read our blog to discover 7 festive centrepieces - all available to pre-book for collection in store...,116,12,13,0,False,False
4827,December 6 at 4:06 PM,Morrisons,Treat yourself this #Christmas to these chocolate pouches for £2 each po.st/MStoreFinder,426,365,122,0,False,False
4828,December 6 at 2:25 PM,Morrisons,"All #Nutmeg kids’ clothes are now 25% off in store, so get your little one’s wardrobe ready for festive gatherings this year po.st/MStoreFinder",134,127,185,0,False,False
4829,December 6 at 1:13 PM,Morrisons,Winner... We've been announced as Retailer of the Year at the 2018 Food & Farming Industry Awards :),509,68,30,0,False,False
4830,December 6 at 12:03 PM,Morrisons,Searching for #inspiration this #Christmas… Take a look at our tasty reindeer biscuit #recipe and many more tasty festive treats here po.st/MChristmas,64,4,9,8700,False,True
4831,December 6 at 11:33 AM,Morrisons,Get your Christmas trees in store now with these artificial trees for £40 each... That's tree-mendous :) po.st/MStoreFinder,97,76,19,0,False,False
4832,December 6 at 10:28 AM,Morrisons,"This week at Morrisons we have a case of Cadbury Premier League selection boxes up for grabs for 5 lucky winners. Each case has eight selection boxes inside, so that’s enough to keep the whole family happy. For your chance to win, tell us which box the ball is hiding in, using #pickmecadbury ts&cs apply: po.st/pickmecadbury Take a look at our Cadbury Premier League Selection box here po.st/Cadburyselection",2200,4900,585,58000,False,True
4833,December 5 at 1:05 PM,Morrisons,You’d better ‘brie’lieve it :) Because there’s always room after pudding on #Christmas day discover The Best British Slate Cheese Board for £10 this Christmas. What is your favourite cheese? Tell us below using #welovecheese po.st/MStoreFinder,70,67,11,6900,False,True
4834,December 5 at 11:35 AM,Morrisons,"Large selection boxes are a festive £2 each in store. Which is your favourite, Cadbury, Galaxy or Malteser? For your chance to win a £10 Morrisons voucher tell us below using #chocforme po.st/choccomp",873,1000,175,0,False,False
4835,December 5 at 9:25 AM,Morrisons,Beep beep… Get 10p off every litre of fuel when you spend £50 or more in store until Sunday 9th December. po.st/MStoreFinder,38,16,14,701,False,True
4836,December 4 at 3:02 PM,Morrisons,Elf on the Shelf…. How many elves can you see in the image below? Post your answer using #elfontheshelf for you chance to win a £20 Morrisons voucher… Good luck :) po.st/elfontheshelf,722,1200,139,804,False,True
4837,December 4 at 1:10 PM,Morrisons,Becks and Bud Light are a festive £10 per pack this week at Morrisons. Which is your favourite? Tell us using #beerbuddies po.st/MStoreFinder,9,11,8,72,False,True
4838,December 4 at 11:06 AM,Morrisons,Poinsettias are a great way to make your house look festive and impress the guests this #Christmas. We went to visit Bells’ Horticultural who grow our beautiful Poinsettias. Find yours in store now and watch the below clip to find out how to look after them #Farm24,110,17,26,12000,False,True
4839,December 4 at 9:05 AM,Morrisons,Let your little one sparkle with this 2 piece #Nutmeg #Kids set for £12. po.st/MStoreFinder,4,3,2,787,False,True
4840,December 3 at 3:10 PM,Morrisons,"Get into the spirit this Christmas with these 1 litre bottles of spirits for £15 each. Stock up your cupboards for your #Christmas and New Year celebrations, as we all deserve a festive tipple. po.st/MStoreFinder",62,23,18,9100,False,True
4841,December 3 at 2:03 PM,Morrisons,Searching for #inspiration this Christmas…. Take a look at our turkey #tips here and make this #Christmas one to remember po.st/MChristmas,55,12,10,9600,False,True
4842,December 3 at 1:05 PM,Morrisons,Add a twist to a traditional roast cauliflower side this #Christmas with this Mellow Yellow Kitchen roasted spice cauliflower #recipe. Will this beat the classic cheesy cauliflower side?... Try the recipe and tell us which is your winner using #cauliflowercrush po.st/Mmellowyellow,26,9,3,0,False,False
4843,December 3 at 9:05 AM,Morrisons,Because we all like to #sparkle… Take a look at this cute #Nutmeg #Kids dress with bag set from £10 in store. po.st/MStoreFinder,45,9,4,6700,False,True
4844,December 2 at 4:10 PM,Morrisons,It's time for a little Christmas party ginspiration. Read our blog for ideas on how to mix in style this December...,114,53,47,0,False,False
4845,December 2 at 10:35 AM,Morrisons,Because everybody loves a unicorn... This #Nutmeg #baby 2 piece set is £8 in store. po.st/MStoreFinder,32,4,6,6400,False,True
